id,title,short_title,repository,program,nci_program,cancer_types,primary_sites,subjects,subject_scope,modalities,n_cases,n_samples,access_tier,has_followup,median_followup_months,has_treatment_response,n_verified_reuse,n_citations_to_primary_publication,reuse_gap_index,is_underexplored,is_showcase,review_status,landing_page_url
cbio-pcnsl-msk-2024,"Primary CNS Lymphoma (MSK, Clin Cancer Res 2024)",pcnsl_msk_2024,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Primary DLBCL of the central nervous system,mbn,LYMPH,single,copy_number; targeted_dna,44,86,open,True,20.4,False,,26,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=pcnsl_msk_2024
cbio-ucec-ccr-cfdna-msk-2022,"Endometrial Carcinoma cfDNA (MSK, Clin Cancer Res 2022)",ucec_ccr_cfdna_msk_2022,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Endometrial Carcinoma,uterus,UTERUS,single,targeted_dna,44,44,open,,,False,,48,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=ucec_ccr_cfdna_msk_2022
pdc-cptac-non-ccrcc-study,CPTAC non-ccRCC Study,PDC000466,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Non-Clear Cell Renal Cell Carcinoma,Kidney,KIDNEY,single,glycoproteome; metabolome; phosphoproteome; proteome,44,,open,True,53.9,False,1,44,-2.04,True,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000466
cbio-ovary-geomx-gray-foundation-2024,"Ovarian Cancer (Gray Foundation, Cancer Discov 2024)",ovary_geomx_gray_foundation_2024,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Ovary/Fallopian Tube,tissue,OVARY,single,rna_seq,43,567,open,,,False,,2,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=ovary_geomx_gray_foundation_2024
cbio-ctcl-columbia-2015,"Cutaneous T Cell Lymphoma (Columbia U, Nat Genet 2015)",ctcl_columbia_2015,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Non-Hodgkin Lymphoma,lnm,LYMPH,single,targeted_dna,43,43,open,,,False,,320,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=ctcl_columbia_2015
cbio-rms-nih-2014,"Rhabdomyosarcoma (NIH, Cancer Discov 2014)",rms_nih_2014,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Rhabdomyosarcoma,soft_tissue,SOFT_TISSUE,single,targeted_dna,43,43,open,,,False,,639,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=rms_nih_2014
cbio-glioma-msk-2018,"Glioma (MSK, Nature 2019)",glioma_msk_2018,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Diffuse Glioma,brain,BRAIN,single,copy_number; structural_variant; targeted_dna,42,91,open,,,False,,523,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=glioma_msk_2018
cbio-msk-spectrum-tme-2022,"Ovarian Cancer - MSK SPECTRUM (MSK, Nature 2022)",msk_spectrum_tme_2022,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Ovary/Fallopian Tube,tissue,OVARY,single,copy_number; structural_variant; targeted_dna,42,82,open,,,False,,293,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=msk_spectrum_tme_2022
cbio-gbm-columbia-2019,"Glioblastoma (Columbia, Nat Med. 2019)",gbm_columbia_2019,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Diffuse Glioma,brain,BRAIN,single,targeted_dna; treatment,42,42,open,True,19.1,False,,772,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=gbm_columbia_2019
idc-pseudo-phi-dicom-data,Pseudo-PHI-DICOM-Data,pseudo_phi_dicom_data,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Various,Various,,pan_cancer,radiology,42,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=pseudo_phi_dicom_data
gdc-match-s1,Genomic Characterization CS-MATCH-0007 Arm S1,MATCH-S1,GDC,MATCH,MATCH,"Neoplasms, NOS; Complex Mixed and Stromal Neoplasms; Epithelial Neoplasms, NOS; Adenomas and Adenocarcinomas; Gliomas; Myomatous Neoplasms; Ductal and Lobular Neoplasms; Squamous Cell Neoplasms",Other and unspecified female genital organs; Bronchus and lung; Colon; Stomach; Breast; Liver and intrahepatic bile ducts; Brain; Corpus uteri,,pan_cancer,clinical; rna_seq; structural_variant; wxs,41,,controlled,False,,False,0,,,False,False,machine_only,https://portal.gdc.cancer.gov/projects/MATCH-S1
gdc-varepop-apollo,VA Research Precision Oncology Program,VAREPOP-APOLLO,GDC,VAREPOP,VAREPOP,"Epithelial Neoplasms, NOS; Squamous Cell Neoplasms",Bronchus and lung; Esophagus; Head-Neck; Lung; Pancreas; Rectum; Thymus,,pan_cancer,radiology; targeted_dna,41,,controlled,True,13.2,False,2,9,-1.581,True,False,machine_only,https://portal.gdc.cancer.gov/projects/VAREPOP-APOLLO
cbio-all-stjude-2013,"Hypodiploid Acute Lymphoid Leukemia (St Jude, Nat Genet 2013)",all_stjude_2013,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Myeloid,tissue,MYELOID,single,targeted_dna,40,44,open,,,False,,523,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=all_stjude_2013
cbio-chol-jhu-2013,"Intrahepatic Cholangiocarcinoma (JHU, Nat Genet 2013)",chol_jhu_2013,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Cholangiocarcinoma,ipn,BILIARY_TRACT,single,targeted_dna,40,40,open,,,False,,549,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=chol_jhu_2013
cbio-mrt-bcgsc-2016,"Rhabdoid Cancer (BCGSC, Cancer Cell 2016)",mrt_bcgsc_2016,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Rhabdoid Cancer,kidney,KIDNEY,single,structural_variant; targeted_dna,40,40,open,,,False,,123,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=mrt_bcgsc_2016
cbio-hnsc-mdanderson-2013,"Oral Squamous Cell Carcinoma (MD Anderson, Cancer Discov 2013)",hnsc_mdanderson_2013,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Head and Neck Squamous Cell Carcinoma,head_neck,HEAD_NECK,single,targeted_dna,40,40,open,True,29.5,False,,449,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=hnsc_mdanderson_2013
htan-multi-omic-characterization-of-transformation-of-familial-adenomatous-,Multi-omic Characterization of Transformation of Familial Adenomatous Polyposis,HTA10,HTAN,Human Tumor Atlas Network,HTAN,,,BOWEL,title_derived,bulk_dna; hic; proteome; rna_seq; scatac_seq; scrna_seq; spatial_proteomics,40,,mixed,True,,,0,294,-2.39,True,False,machine_only,https://humantumoratlas.org/explore
idc-pancreatic-ct-cbct-seg,Pancreatic-CT-CBCT-SEG,pancreatic_ct_cbct_seg,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Pancreatic Cancer,Pancreas,PANCREAS,single,radiology,40,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=pancreatic_ct_cbct_seg
pdc-cptac-ccrcc-confirmatory-study-intratumor-heterogeneity,CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity,PDC000414,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Clear Cell Renal Cell Carcinoma,Kidney,KIDNEY,single,proteome,40,,open,True,30.7,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000414
cbio-lung-pdx-msk-2021,"Thoracic Cancer (MSK, Nat Commun 2021)",lung_pdx_msk_2021,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Lung,tissue,LUNG,single,copy_number; structural_variant; targeted_dna; treatment,39,69,open,True,14.1,False,,48,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=lung_pdx_msk_2021
cbio-prad-organoids-msk-2022,"Prostate Cancer (MSK, Science 2022)",prad_organoids_msk_2022,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Prostate Adenocarcinoma,prostate,PROSTATE,single,copy_number; structural_variant; targeted_dna,39,47,open,True,12.9,False,,253,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=prad_organoids_msk_2022
gdc-cgci-htmcp-lc,HIV+ Tumor Molecular Characterization Project - Lung Cancer,CGCI-HTMCP-LC,GDC,CGCI,CGCI,"Neoplasms, NOS; Complex Epithelial Neoplasms; Adenomas and Adenocarcinomas; Paragangliomas and Glomus Tumors; Epithelial Neoplasms, NOS; Squamous Cell Neoplasms",Bronchus and lung; lung,LUNG,single,clinical; copy_number; histopathology; mirna; radiology; rna_seq; structural_variant; wgs,39,,mixed,True,6.4,True,1,,,False,True,project_curated,https://portal.gdc.cancer.gov/projects/CGCI-HTMCP-LC
pdc-oral-squamous-cell-carcinoma-study,Oral Squamous Cell Carcinoma Study,PDC000262,PDC,International Cancer Proteogenome Consortium,International Cancer Proteogenome Consortium,Oral Squamous Cell Carcinoma,Head and Neck,HEAD_NECK,single,proteome,39,,open,,,False,1,,1.458,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000262
cbio-prad-msk-mdanderson-2023,"Prostate Cancer MDA PCa PDX (MD Anderson, Clin Cancer Res 2024)",prad_msk_mdanderson_2023,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Prostate,tissue,PROSTATE,single,copy_number; rna_seq; structural_variant; targeted_dna,38,88,open,,,False,,31,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=prad_msk_mdanderson_2023
idc-ctpred-sunitinib-pannet,CTpred-Sunitinib-panNET,ctpred_sunitinib_pannet,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Pancreas Cancer,Pancreas,PANCREAS,single,radiology,38,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=ctpred_sunitinib_pannet
cbio-egc-trap-msk-2020,"Esophageal Cancer-TRAP Project (MSK, Lancet Oncol 2020)",egc_trap_msk_2020,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Esophagogastric Adenocarcinoma,stomach,STOMACH,single,copy_number; structural_variant; targeted_dna,37,68,open,True,13.0,True,,284,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=egc_trap_msk_2020
cbio-egc-trap-ccr-msk-2023,"Esophagogastric Cancer (MSK, Clin Cancer Res 2023)",egc_trap_ccr_msk_2023,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Esophagogastric Adenocarcinoma,stomach,STOMACH,single,copy_number; targeted_dna,37,64,open,,,False,,31,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=egc_trap_ccr_msk_2023
gdc-match-z1d,Genomic Characterization CS-MATCH-0007 Arm Z1D,MATCH-Z1D,GDC,MATCH,MATCH,"Neoplasms, NOS; Cystic, Mucinous and Serous Neoplasms; Complex Mixed and Stromal Neoplasms; Adenomas and Adenocarcinomas; Gliomas; Myomatous Neoplasms; Ductal and Lobular Neoplasms; Squamous Cell Neoplasms",Esophagus; Other and unspecified female genital organs; Other endocrine glands and related structures; Stomach; Other and unspecified parts of biliary tract; Breast; Liver and intrahepatic bile ducts; Corpus uteri,,pan_cancer,clinical; rna_seq; structural_variant; wxs,36,,controlled,False,,False,1,0,0.187,False,False,machine_only,https://portal.gdc.cancer.gov/projects/MATCH-Z1D
gdc-cmi-asc,Count Me In (CMI): The Angiosarcoma (ASC) Project,CMI-ASC,GDC,CMI,CMI,"Soft Tissue Tumors and Sarcomas, NOS","Bronchus and lung; Breast; Heart, mediastinum, and pleura; Other and ill-defined sites; Other and ill-defined digestive organs; Skin; Other and ill-defined sites within respiratory system and intrathoracic organs; Bladder",SOFT_TISSUE,single,clinical; rna_seq; structural_variant; wxs,36,,mixed,False,,False,1,,-0.998,False,False,machine_only,https://portal.gdc.cancer.gov/projects/CMI-ASC
cbio-normal-skin-melanocytes-2024,"Normal Melanocytes (UCSF, Nature 2020)",normal_skin_melanocytes_2024,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Skin,tissue,SKIN,single,rna_seq; targeted_dna,35,308,open,,,False,,117,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=normal_skin_melanocytes_2024
gdc-match-q,Genomic Characterization CS-MATCH-0007 Arm Q,MATCH-Q,GDC,MATCH,MATCH,"Neoplasms, NOS; Cystic, Mucinous and Serous Neoplasms; Adenomas and Adenocarcinomas; Epithelial Neoplasms, NOS; Squamous Cell Neoplasms",Other and unspecified female genital organs; Bronchus and lung; Cervix uteri; Colon; Other and unspecified parts of biliary tract; Corpus uteri; Other and unspecified male genital organs; Other and ill-defined digestive organs,,pan_cancer,clinical; rna_seq; structural_variant; wxs,35,,controlled,False,,False,0,,,False,False,machine_only,https://portal.gdc.cancer.gov/projects/MATCH-Q
cbio-utuc-pdx-msk-2019,"Upper Tract Urothelial Carcinoma PDX (MSK, Nat Commun 2020)",utuc_pdx_msk_2019,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Upper Tract Urothelial Carcinoma,bladder,BLADDER,single,copy_number; targeted_dna,34,78,open,,,False,,47,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=utuc_pdx_msk_2019
gdc-match-b,Genomic Characterization CS-MATCH-0007 Arm B,MATCH-B,GDC,MATCH,MATCH,"Neoplasms, NOS; Adenomas and Adenocarcinomas; Transitional Cell Papillomas and Carcinomas; Epithelial Neoplasms, NOS; Ductal and Lobular Neoplasms; Nerve Sheath Tumors",Cervix uteri; Other and unspecified female genital organs; Colon; Other and unspecified parts of biliary tract; Breast; Prostate gland; Liver and intrahepatic bile ducts; Small intestine,,pan_cancer,clinical; rna_seq; structural_variant; wxs,33,,controlled,False,,False,0,,,False,False,machine_only,https://portal.gdc.cancer.gov/projects/MATCH-B
htan-omic-and-multidimensional-spatial-atlas-of-metastatic-breast-cancers,Omic and Multidimensional Spatial Atlas of Metastatic Breast Cancers,HTA9,HTAN,Human Tumor Atlas Network,HTAN,,,BREAST,title_derived,bulk_dna; electron_microscopy; other; protein_array; rna_seq; scatac_seq; scrna_seq; spatial_proteomics; spatial_transcriptomics,33,,mixed,True,,,0,40,-2.871,True,True,project_curated,https://humantumoratlas.org/explore
cbio-blca-cornell-2016,"Urothelial Carcinoma (Cornell/Trento, Nat Gen 2016)",blca_cornell_2016,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Bladder Urothelial Carcinoma,bladder,BLADDER,single,copy_number; targeted_dna,32,72,open,,,False,,231,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=blca_cornell_2016
cbio-brca-pareja-msk-2020,"Breast Cancer (MSK, Clinical Cancer Res 2020)",brca_pareja_msk_2020,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Invasive Breast Carcinoma,breast,BREAST,single,targeted_dna,32,60,open,,,False,,64,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=brca_pareja_msk_2020
idc-dro-toolkit,DRO-Toolkit,dro_toolkit,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Phantom,Phantom,,non_cancer,radiology,32,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=dro_toolkit
idc-mouse-mammary,Mouse-Mammary,mouse_mammary,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Breast Cancer,Abdomen,BREAST,single,radiology,32,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=mouse_mammary
idc-rider-lung-ct,RIDER Lung CT,rider_lung_ct,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Lung Cancer,Chest,LUNG,single,radiology,32,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=rider_lung_ct
pdc-cptac-kf-ccdi-pediatric-brain-cancer-study-atrt-phosphoproteome,CPTAC-KF-CCDI-Pediatric Brain Cancer Study - ATRT Phosphoproteome,PDC000656,PDC,CPTAC-Kids First-Childhood Cancer Data Initiative,CPTAC-Kids First-Childhood Cancer Data Initiative,Pediatric/AYA Brain Tumors,"Brain; Spinal cord, cranial nerves, and other parts of central nervous system",BRAIN,single,phosphoproteome,32,,open,True,30.3,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000656
pdc-cptac-kf-ccdi-pediatric-brain-cancer-study-atrt-phosphotyrosine,CPTAC-KF-CCDI-Pediatric Brain Cancer Study - ATRT Phosphotyrosine,PDC000659,PDC,CPTAC-Kids First-Childhood Cancer Data Initiative,CPTAC-Kids First-Childhood Cancer Data Initiative,Pediatric/AYA Brain Tumors,"Brain; Spinal cord, cranial nerves, and other parts of central nervous system",BRAIN,single,phosphoproteome,32,,open,True,30.3,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000659
pdc-cptac-kf-ccdi-pediatric-brain-cancer-study-atrt-proteome,CPTAC-KF-CCDI-Pediatric Brain Cancer Study - ATRT Proteome,PDC000655,PDC,CPTAC-Kids First-Childhood Cancer Data Initiative,CPTAC-Kids First-Childhood Cancer Data Initiative,Pediatric/AYA Brain Tumors,"Brain; Spinal cord, cranial nerves, and other parts of central nervous system",BRAIN,single,proteome,32,,open,True,30.3,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000655
cbio-rectal-radiation-msk-2024,"Colorectal Cancer Radiation (MSK, 2024)",rectal_radiation_msk_2024,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Rectal Adenocarcinoma,coadread,BOWEL,single,copy_number; structural_variant; targeted_dna,31,48,open,,,False,,1,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=rectal_radiation_msk_2024
gdc-match-y,Genomic Characterization CS-MATCH-0007 Arm Y,MATCH-Y,GDC,MATCH,MATCH,"Cystic, Mucinous and Serous Neoplasms; Neoplasms, NOS; Adenomas and Adenocarcinomas; Fibromatous Neoplasms; Myomatous Neoplasms; Epithelial Neoplasms, NOS; Ductal and Lobular Neoplasms; Squamous Cell Neoplasms",Cervix uteri; Bronchus and lung; Other and unspecified female genital organs; Breast; Corpus uteri; Pancreas; Skin; Retroperitoneum and peritoneum,,pan_cancer,clinical; rna_seq; structural_variant; wxs,31,,controlled,False,,False,0,,,False,False,machine_only,https://portal.gdc.cancer.gov/projects/MATCH-Y
idc-cmb-ov,CMB-OV,cmb_ov,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Ovarian Cancer,Ovary,OVARY,single,clinical; radiology,31,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=cmb_ov
cbio-schw-ctf-synodos-2025,"Schwannoma (Children's Tumor Foundation, Acta Neuropathologica 2020)",schw_ctf_synodos_2025,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Schwannoma,nst,PNS,single,rna_seq; targeted_dna,30,52,open,,,False,,35,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=schw_ctf_synodos_2025
idc-htan-vanderbilt,HTAN-VANDERBILT,htan_vanderbilt,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Colon Precancer,Colon,BOWEL,single,radiology,30,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=htan_vanderbilt
pdc-vu-normal-colon-epithelium,VU Normal Colon Epithelium,PDC000278,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,,,BOWEL,title_derived,proteome,30,,open,,,False,1,1,1.584,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000278
cbio-crc-hta8-htan-2024,"Colorectal Cancer (HTAN MSK, Nature 2025)",crc_hta8_htan_2024,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Colorectal Adenocarcinoma,bowel,BOWEL,single,copy_number; rna_seq; structural_variant; targeted_dna,29,83,open,True,24.1,False,,169,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=crc_hta8_htan_2024
gdc-match-z1b,Genomic Characterization CS-MATCH-0007 Arm Z1B,MATCH-Z1B,GDC,MATCH,MATCH,"Adenomas and Adenocarcinomas; Neoplasms, NOS; Squamous Cell Neoplasms; Transitional Cell Papillomas and Carcinomas",Esophagus; Vulva; Bronchus and lung; Stomach; Colon; Prostate gland; Corpus uteri; Pancreas,,pan_cancer,clinical; rna_seq; structural_variant; wxs,29,,controlled,False,,False,0,,,False,False,machine_only,https://portal.gdc.cancer.gov/projects/MATCH-Z1B
gdc-match-r,Genomic Characterization CS-MATCH-0007 Arm R,MATCH-R,GDC,MATCH,MATCH,"Neoplasms, NOS; Osseous and Chondromatous Neoplasms; Epithelial Neoplasms, NOS; Adenomas and Adenocarcinomas; Mature B-Cell Lymphomas; Mature T- and NK-Cell Lymphomas; Nevi and Melanomas; Ductal and Lobular Neoplasms",Vulva; Bronchus and lung; Other and unspecified female genital organs; Colon; Breast; Corpus uteri; Prostate gland; Skin,,pan_cancer,clinical; rna_seq; structural_variant; wxs,28,,controlled,False,,False,0,,,False,False,machine_only,https://portal.gdc.cancer.gov/projects/MATCH-R
gdc-match-p,Genomic Characterization CS-MATCH-0007 Arm P,MATCH-P,GDC,MATCH,MATCH,"Neoplasms, NOS; Cystic, Mucinous and Serous Neoplasms; Complex Mixed and Stromal Neoplasms; Adenomas and Adenocarcinomas; Mesothelial Neoplasms; Nevi and Melanomas; Epithelial Neoplasms, NOS; Ductal and Lobular Neoplasms",Cervix uteri; Bronchus and lung; Colon; Breast; Corpus uteri; Prostate gland; Adrenal gland; Anus and anal canal,,pan_cancer,clinical; rna_seq; structural_variant; wxs,28,,controlled,False,,False,0,,,False,False,machine_only,https://portal.gdc.cancer.gov/projects/MATCH-P
idc-prostate-fused-mri-pathology,Prostate Fused-MRI-Pathology,prostate_fused_mri_pathology,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Prostate Cancer,Prostate,PROSTATE,single,radiology,28,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=prostate_fused_mri_pathology
pdc-cptac-kf-ccdi-pediatric-brain-cancer-study-sarcoma-phosphoproteome,CPTAC-KF-CCDI-Pediatric Brain Cancer Study - Sarcoma Phosphoproteome,PDC000681,PDC,CPTAC-Kids First-Childhood Cancer Data Initiative,CPTAC-Kids First-Childhood Cancer Data Initiative,Sarcoma,"Brain; Spinal cord, cranial nerves, and other parts of central nervous system",SOFT_TISSUE,single,phosphoproteome,28,,open,,,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000681
pdc-cptac-kf-ccdi-pediatric-brain-cancer-study-sarcoma-phosphotyrosine,CPTAC-KF-CCDI-Pediatric Brain Cancer Study - Sarcoma Phosphotyrosine,PDC000684,PDC,CPTAC-Kids First-Childhood Cancer Data Initiative,CPTAC-Kids First-Childhood Cancer Data Initiative,Sarcoma,"Brain; Spinal cord, cranial nerves, and other parts of central nervous system",SOFT_TISSUE,single,phosphoproteome,28,,open,,,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000684
pdc-cptac-kf-ccdi-pediatric-brain-cancer-study-sarcoma-proteome,CPTAC-KF-CCDI-Pediatric Brain Cancer Study - Sarcoma Proteome,PDC000682,PDC,CPTAC-Kids First-Childhood Cancer Data Initiative,CPTAC-Kids First-Childhood Cancer Data Initiative,Sarcoma,"Brain; Spinal cord, cranial nerves, and other parts of central nervous system",SOFT_TISSUE,single,proteome,28,,open,,,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000682
pdc-kncc-medulloblastoma-kncc,KNCC Medulloblastoma - KNCC,PDC000524,PDC,International Cancer Proteogenome Consortium,International Cancer Proteogenome Consortium,Pediatric/AYA Brain Tumors,Brain,BRAIN,single,phosphoproteome; proteome,28,,open,True,43.9,False,0,,1.161,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000524
pdc-therapeutic-targets-in-breast-cancer-xenografts,Therapeutic Targets in Breast Cancer Xenografts,PDC000304,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,,,BREAST,title_derived,phosphoproteome; proteome,27,,open,,,False,1,,-1.97,True,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000304
gdc-match-z1i,Genomic Characterization CS-MATCH-0007 Arm Z1I,MATCH-Z1I,GDC,MATCH,MATCH,"Neoplasms, NOS; Adenomas and Adenocarcinomas; Nevi and Melanomas; Epithelial Neoplasms, NOS; Ductal and Lobular Neoplasms; Squamous Cell Neoplasms","Other and unspecified female genital organs; Bronchus and lung; Breast; Pancreas; Anus and anal canal; Other and ill-defined sites in lip, oral cavity and pharynx; Unknown; Gallbladder",,pan_cancer,clinical; rna_seq; structural_variant; wxs,26,,controlled,False,,False,1,0,1.927,False,False,machine_only,https://portal.gdc.cancer.gov/projects/MATCH-Z1I
idc-prostate-mri,PROSTATE-MRI,prostate_mri,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Prostate Cancer,Prostate,PROSTATE,single,radiology,26,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=prostate_mri
gdc-target-all-p1,Acute Lymphoblastic Leukemia - Phase I,TARGET-ALL-P1,GDC,TARGET,TARGET,Lymphoid Leukemias,Hematopoietic and reticuloendothelial systems,LYMPH,single,clinical; copy_number; rna_seq; structural_variant; wgs,24,,mixed,True,49.5,False,14,259,-0.283,False,False,machine_only,https://portal.gdc.cancer.gov/projects/TARGET-ALL-P1
idc-pdmr-997537-175-t,PDMR-997537-175-T,pdmr_997537_175_t,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Colon adenocarcinoma,Colon,BOWEL,single,clinical; radiology,24,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=pdmr_997537_175_t
cbio-lgg-ucsf-2014,"Low-Grade Gliomas (UCSF, Science 2014)",lgg_ucsf_2014,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Diffuse Glioma,brain,BRAIN,single,targeted_dna; treatment,23,61,open,True,74.0,False,,1113,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=lgg_ucsf_2014
gdc-match-u,Genomic Characterization CS-MATCH-0007 Arm U,MATCH-U,GDC,MATCH,MATCH,"Neoplasms, NOS; Adenomas and Adenocarcinomas; Mesothelial Neoplasms; Fibromatous Neoplasms; Epithelial Neoplasms, NOS; Squamous Cell Neoplasms; Nerve Sheath Tumors","Other and unspecified female genital organs; Bronchus and lung; Cervix uteri; Meninges; Other and unspecified parts of biliary tract; Liver and intrahepatic bile ducts; Brain; Heart, mediastinum, and pleura",,pan_cancer,clinical; rna_seq; structural_variant; wxs,23,,controlled,False,,False,0,,,False,False,machine_only,https://portal.gdc.cancer.gov/projects/MATCH-U
idc-cc-tumor-heterogeneity,CC-Tumor-Heterogeneity,cc_tumor_heterogeneity,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Cervical Cancer,Cervix,CERVIX,single,clinical; radiology,23,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=cc_tumor_heterogeneity
cbio-bladder-columbia-msk-2018,"Bladder Cancer (Columbia University/MSK, Cell 2018)",bladder_columbia_msk_2018,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Bladder/Urinary Tract,tissue,BLADDER,single,copy_number; targeted_dna,22,130,open,,,False,,698,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=bladder_columbia_msk_2018
